Country,OptInDate,AgeGroup,City,Gender,Occupation_raw,Occupation,OwnHouse,CoolHome,Electricity,HoursDay,DrinkingWater,HouseholdPurposes,Rooms,RoofingMaterial,WallMaterial,FloorMaterial,Windows,People in Household,NormallyDo_raw,NormallyDo,YesPandemicChange_raw,YesPandemicChange,PandemicChange,SpendAtHome,AmountOfTime,Income,EatingHabits,WaterIntake,ElectricityUsage,HealthServices,HomeWarm,TemperatureInsideHome,TemperatureOutsideHome,Experience_Feelinghot,Experience_Feelingsweaty,Experience_Feelingthirsty,Experience_Fatigue,Experience_Headache,Experience_Clammyskin,Experience_Rash,Experience_Concentrationloss,Experience_Musclecramps,Experience_Muscleweakness,Experience_Dizziness,Experience_Nausea,Experience_Confusion,Experience_Irrationalbehaviour,Experience_Convulsions,Experience_Faintingbrieflossofconsciousness,Experience_Lossofconsciousnessextensive,Experience_Vomiting,Experience_Feelinglistlesslackofengagementwithsocialactivitiesfa,Experience_Poorqualityofsleep,Experience_DONTKNOW,Experience_REFUSED,ExperienceBeforeHeatFeelinghot,ExperienceBeforeHeatFeelingsweaty,ExperienceBeforeHeatFeelingthirsty,ExperienceBeforeHeatFatigue,ExperienceBeforeHeatHeadache,ExperienceBeforeHeatClammyskin,ExperienceBeforeHeatRash,ExperienceBeforeHeatConcentrationloss,ExperienceBeforeHeatMusclecramps,ExperienceBeforeHeatMuscleweakness,ExperienceBeforeHeatDizziness,ExperienceBeforeHeatNausea,ExperienceBeforeHeatConfusion,ExperienceBeforeHeatIrrationalbehaviour,ExperienceBeforeHeatConvulsions,ExperienceBeforeHeatFaintingbrieflossofconsciousness,ExperienceBeforeHeatLossofconsciousnessextensive,ExperienceBeforeHeatVomiting,ExperienceBeforeHeatFeelinglistlesslackofengagementwithsocialact,ExperienceBeforeHeatPoorqualityofsleep,FeelingMore,PhysicalConflict,HeatAffect,Language2
Pakistan,18-Jul-20,18-24,Hyderabad,FEMALE,GOVERNMENT WORK,GOVERNMENT WORK,NO,CEILING FAN,INFORMAL CONNECTION,12,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,1,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,4,She takes bath.,Taking a bath,N/A,,NO,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,WARM,VERY HOT,INTOLERABLE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,YES,YES,YES,,,,,,,,,,,,,,,,,YES,FRUSTRATED,NO,LESS,Urdu
Pakistan,15-Jul-20,18-24,Karachi,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,12,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,10,We take bath and go on rooftop in day.,Taking a bath,N/A,,NO,HALF OF THE DAY,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,VERY HOT,HOT,INTOLERABLE,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,YES,YES,,YES,,,,,,,,,YES,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,15-Jul-20,18-24,Hyderabad,FEMALE,Hose wife,HOUSEWIFE,NO,REFRIGERATOR,INFORMAL CONNECTION,5,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,GALVANISED IRON,REINFORCED CONCRETE,CERAMIC TILES,2,4,I use hand fan.,Using an improvised paper fun,N/A,,NO,OTHER,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,VERY HOT,VERY HOT,INTOLERABLE,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,YES,YES,YES,,MAYBE,,,,,NO,,,YES,NO,,,,,NO,MAYBE,UNHAPPY,NO,MORE,Urdu
Pakistan,18-Jul-20,18-24,Hyderabad,FEMALE,student,STUDENT,NO,TABLE FAN,INFORMAL CONNECTION,15,BOTTLES,COMMUNAL OR STREET-END TAP,2,CERAMIC TILE,REINFORCED CONCRETE,CEMENT,2,7,She turn on fan or go to the rooftop.,Use Air Coolers,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,DON'T KNOW,DON'T KNOW,MORE,Urdu
Pakistan,15-Jul-20,18-24,Karachi,FEMALE,Student,STUDENT,NO,CEILING FAN,SOLAR,8,BOTTLES,COMMUNAL OR STREET-END TAP,2,T-GIRDER,REINFORCED CONCRETE,CEMENT,1,11,I take bath.,Taking a bath,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY WARM,WARM,INTOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,NO,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,14-Jul-20,18-24,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,12-VOLT BATTERY,15,BOTTLES,COMMUNAL OR STREET-END TAP,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,12,She is available in day and use table fan.,Spend More time outdoors,N/A,,NO,SOME OF THE DAY,SLIGHTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,YES,YES,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,15-Jul-20,25-34,Karachi,FEMALE,Hw,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,20,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,3,She sits infront of fan.,Use Air Coolers,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,THE SAME,WARM,HOT,VERY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,YES,YES,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,15-Jul-20,18-24,Karachi,FEMALE,Student,STUDENT,NO,CEILING FAN,INFORMAL CONNECTION,13,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,8,We do nothing in afternoon just tolerate.,Do nothing,N/A,,NO,SOME OF THE DAY,SLIGHTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,NEUTRAL,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,YES,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,15-Jul-20,35+,Hyderabad,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,SOLAR,12,BOTTLES,SUPPLIED IN TANKS,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,1,7,In afternoon we make lemonade.,Drink a beverage,N/A,,NO,SOME OF THE DAY,SLIGHTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,YES,YES,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,15-Jul-20,25-34,Hyderabad,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,SOLAR,8,BOTTLES,COMMUNAL OR STREET-END TAP,1,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,8,We go outside.,Spend More time outdoors,N/A,,NO,SOME OF THE DAY,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,NEUTRAL,WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,CAN'T REMEMBER,FRUSTRATED,NO,ABOUT THE SAME,Urdu
Pakistan,15-Jul-20,35+,Hyderabad,MALE,jobless,HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],NO,CEILING FAN,INFORMAL CONNECTION,5,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,REINFORCED CONCRETE,CEMENT,3,5,By coming under the tree.,Spend More time outdoors,N/A,,NO,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,EASIER,HOT,COMFORTABLE,FAIRLY DIFFICULT TO TOLERATE,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,MAYBE,MAYBE,,,,,,,,,,MAYBE,,,,,,,,IMPATIENT,NO,MORE,Urdu
Pakistan,18-Jul-20,25-34,Karachi,FEMALE,House wife,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,7,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,11,We use charging fan.,Use Air Coolers,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,VERY HOT,VERY HOT,INTOLERABLE,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,YES,YES,,YES,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,15-Jul-20,18-24,Karachi,FEMALE,Free,HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],NO,CEILING FAN,GENERATOR,10,BOTTLES,SUPPLIED IN TANKS,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CERAMIC TILES,2,5,I sit under fan.,Use Air Coolers,N/A,,NO,OTHER,REMAINED ABOUT THE SAME,DON'T KNOW,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,EASIER,HOT,VERY HOT,INTOLERABLE,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,YES,YES,YES,MAYBE,NO,,,,,,,,,,,,,,NO,MAYBE,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,15-Jul-20,25-34,Karachi,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,CEILING FAN,12-VOLT BATTERY,8,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CLAY COAT,1,9,She go outside.,Spend More time outdoors,N/A,,NO,SOME OF THE DAY,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,YES,YES,YES,,,,,,,YES,,,YES,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,18-Jul-20,35+,Karachi,FEMALE,house wife,HOUSEWIFE,NO,TABLE FAN,12-VOLT BATTERY,6,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CLAY COAT,2,10,She takes bath.,Taking a bath,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,WARM,HOT,VERY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,YES,YES,YES,,,,,,,,,,YES,,,,,,,,FRUSTRATED,NO,LESS,Urdu
Pakistan,18-Jul-20,18-24,Karachi,FEMALE,house wife,HOUSEWIFE,NO,TABLE FAN,INFORMAL CONNECTION,12,BOTTLES,COMMUNAL OR STREET-END TAP,2,T-GIRDER,REINFORCED CONCRETE,CEMENT,2,8,Nothing just wait.,Do nothing,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,SLIGHTLY WARM,INTOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,MORE,Urdu
Pakistan,14-Jul-20,18-24,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,7,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,4,I use powder.,Other response,N/A,,NO,SOME OF THE DAY,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,WARM,DON'T KNOW,INTOLERABLE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,YES,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,LESS,Urdu
Pakistan,18-Jul-20,25-34,Karachi,MALE,Student,STUDENT,NO,CEILING FAN,INFORMAL CONNECTION,10,BOTTLES,COMMUNAL OR STREET-END TAP,3,T-GIRDER,REINFORCED CONCRETE,CEMENT,2,11,I go outside.,Spend More time outdoors,N/A,,NO,SOME OF THE DAY,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,INTOLERABLE,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,NO,,,,,,,,,,,,,,,,UNHAPPY,NO,MORE,Urdu
Pakistan,17-Jul-20,25-34,Hyderabad,FEMALE,House wife,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,10,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,12,We do nothing.,Do nothing,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,VERY HOT,VERY HOT,VERY DIFFICULT TO TOLERATE,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,YES,,YES,,,,,,,,,YES,,,,,,,,IMPATIENT,NO,MORE,Urdu
Pakistan,15-Jul-20,18-24,Karachi,MALE,Student,STUDENT,NO,CEILING FAN,INFORMAL CONNECTION,24,SUPPLIED IN TANKS,SUPPLIED IN TANKS,3,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,8,We go outside.,Spend More time outdoors,N/A,,NO,SOME OF THE DAY,SLIGHTLY DECREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,EASIER,SLIGHTLY WARM,HOT,INTOLERABLE,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,YES,,,,,,,,,,,YES,,,,,,,,SHORT TEMPERED,NO,LESS,Urdu
Pakistan,16-Jul-20,25-34,Karachi,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,15,BOTTLES,COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,7,I go outside.,Spend More time outdoors,N/A,,NO,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,THE SAME,WARM,HOT,INTOLERABLE,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,MAYBE,,,,,,,,,,,,,,,,,,,REFUSED,NO,MORE,Urdu
Pakistan,17-Jul-20,25-34,Karachi,FEMALE,House wife,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,12,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,11,We use some cold water.,Drink cold water,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,SLIGHTLY WARM,WARM,VERY DIFFICULT TO TOLERATE,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,MAYBE,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,16-Jul-20,25-34,Karachi,FEMALE,house wife,HOUSEWIFE,NO,CEILING FAN,SOLAR,8,BOTTLES,COMMUNAL OR STREET-END TAP,2,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,12,She drinks more water.,Drink cold water,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,HOT,VERY HOT,VERY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,YES,YES,YES,,,,,,,,,,YES,,,,,,,,IRRITABLE,NO,LESS,Urdu
Pakistan,14-Jul-20,35+,Hyderabad,MALE,Jobless,HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],NO,TABLE FAN,SOLAR,6,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CLAY COAT,2,4,She go outside.,Spend More time outdoors,N/A,,NO,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,VERY HOT,WARM,SLIGHTLY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,YES,YES,,,,,,,,,,,,,,,,,,IRRITABLE,NO,MORE,Urdu
Pakistan,18-Jul-20,25-34,Karachi,FEMALE,REFUSED,HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],NO,CEILING FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,3,99,Refused,99,Refused,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,WARM,WARM,INTOLERABLE,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,YES,,,,,,,,YES,,,,,,,,,,,IMPATIENT,NO,MORE,Urdu
Pakistan,15-Jul-20,25-34,Karachi,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,22,BOTTLES,SUPPLIED IN TANKS,3,T-GIRDER,REINFORCED CONCRETE,CEMENT,2,5,She uses fan.,Use Air Coolers,N/A,,NO,HALF OF THE DAY,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,NEUTRAL,COMFORTABLE,VERY DIFFICULT TO TOLERATE,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,CAN'T REMEMBER,MAYBE,,,,,,,,,,MAYBE,,,,,,,,DON'T KNOW,NO,MORE,Urdu
Pakistan,17-Jul-20,25-34,Hyderabad,FEMALE,jobless,HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],NO,CEILING FAN,INFORMAL CONNECTION,18,BOTTLES,SUPPLIED IN TANKS,2,T-GIRDER,REINFORCED CONCRETE,CEMENT,2,7,She is sitting in air.,Spend More time outdoors,N/A,,NO,SOME OF THE DAY,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,MAYBE,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,16-Jul-20,25-34,Hyderabad,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,11,BOTTLES,SUPPLIED IN TANKS,3,T-GIRDER,REINFORCED CONCRETE,ASPHALTED FLOOR,2,5,I do smoking.,Other response,N/A,,NO,SOME OF THE DAY,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,MAYBE,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,LESS,Urdu
Pakistan,15-Jul-20,25-34,Karachi,FEMALE,House wife,HOUSEWIFE,NO,REFRIGERATOR,INFORMAL CONNECTION,9,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],SUPPLIED IN TANKS,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,2,11,I drink lassi.,Drink a beverage,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY WARM,COMFORTABLE,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,CAN'T REMEMBER,,,,,,,,,,,,FRUSTRATED,NO,LESS,Urdu
Pakistan,17-Jul-20,35+,Hyderabad,FEMALE,House wife,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,8,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,11,Nothing,Do nothing,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,VERY HOT,VERY HOT,VERY DIFFICULT TO TOLERATE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,YES,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,18-Jul-20,35+,Karachi,FEMALE,Hw,HOUSEWIFE,NO,CEILING FAN,SOLAR,10,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,6,She sits outside of house.,Spend More time outdoors,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,HOT,VERY HOT,VERY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,YES,YES,YES,,,,,,,,,,,,,,,,,YES,IRRITABLE,NO,MORE,Urdu
