Country,OptIn Date,Language,Agree,AgeGroup,City,Gender,Occupation_raw,Occupation,OwnHouse,CoolHome,Electricity,HoursDay,DrinkingWater,HouseholdPurposes,Rooms,RoofingMaterial,WallMaterial,FloorMaterial,Windows,People in Household,NormallyDo_raw,NormallyDo,PandemicChange,YesPandemicChange_raw,YesPandemicChange,SpendAtHome,AmountOfTime,Income,EatingHabits,WaterIntake,ElectricityUsage,HealthServices,HomeWarm,TemperatureInsideHome,TemperatureOutsideHome,Experience_Blurred vision,Experience_Clammy skin,Experience_Concentration loss,Experience_Confusion,Experience_Convulsions,Experience_Dizziness,Experience_Fainting [brief loss of consciousness],Experience_Fatigue,Experience_Feeling hot,Experience_Feeling listless/lack of engagement with social activities/family,Experience_Feeling sweaty,Experience_Feeling thirsty,Experience_Headache,Experience_Irrational behaviour,Experience_Loss of consciousness [extensive],Experience_Muscle cramps,Experience_Muscle weakness,Experience_Nausea,Experience_Poor quality of sleep,Experience_Rash,Experience_Vomiting,ExperienceBeforeHeat (Fatigue),ExperienceBeforeHeat (Feeling hot),ExperienceBeforeHeat (Feeling sweaty),ExperienceBeforeHeat (Feeling thirsty),ExperienceBeforeHeat (Loss of consciousness [extensive]),ExperienceBeforeHeat (Transpiration),ExperienceBeforeHeat (Concentration loss),ExperienceBeforeHeat (Headache),ExperienceBeforeHeat (Poor quality of sleep),ExperienceBeforeHeat (Blurred vision),ExperienceBeforeHeat (Convulsions),ExperienceBeforeHeat (Fainting [brief loss of consciousness]),ExperienceBeforeHeat (Muscle weakness),ExperienceBeforeHeat (Nausea),ExperienceBeforeHeat (Irrational behaviour),ExperienceBeforeHeat (Rash),ExperienceBeforeHeat (Muscle cramps),ExperienceBeforeHeat (Clammy skin),ExperienceBeforeHeat (Confusion),ExperienceBeforeHeat (Dizziness),ExperienceBeforeHeat (Vomiting),ExperienceBeforeHeat (Feeling listless/lack of engagement with social activities/family),FeelingMore,PhysicalConflict,HeatAffect,Language2
Cameroon,17/07/2020,French,Yes,35+,DOUALA,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,OTHER,INFORMAL CONNECTION,23,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,2,14,We use hand fans,Using an improvised paper fun,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,THE SAME,SLIGHTLY COOL,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,YES,YES,YES,YES,,,,YES,YES,,,,,,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME,French
Cameroon,20/07/2020,French,Yes,35+,DOUALA,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,OTHER,INFORMAL CONNECTION,20,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,3,8,We open all the windows,Open ventilations,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,NEUTRAL,SLIGHTLY WARM,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,,YES,,YES,,YES,,YES,YES,,,,,,,,,,,,,YES,IMPATIENT,NO,MORE,French
Cameroon,17/07/2020,French,Yes,35+,DOUALA,FEMALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,8,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,4,6,fan,Use Air Coolers,NO,,,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,THE SAME,SLIGHTLY WARM,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,,,,,,,,,,,,,,,,,IMPATIENT,NO,LESS,French
Cameroon,17/07/2020,French,Yes,35+,DOUALA,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,OTHER,INFORMAL CONNECTION,15,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,1,6,We go out to take some air,Spend More time outdoors,NO,,,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,THE SAME,SLIGHTLY WARM,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,,YES,YES,YES,,,,YES,,,,,,,,YES,,,,,,,FRUSTRATED,NO,LESS,French
Cameroon,14/07/2020,French,Yes,35+,DOUALA,FEMALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,10,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,3,11,Use a fan,Use Air Coolers,NO,,,SOME OF THE DAY,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,COOL,COOL,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,YES,,,,,,,YES,,,,,,,,,,,,,,,FRUSTRATED,NO,LESS,French
Cameroon,17/07/2020,French,Yes,35+,DOUALA,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,21,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,1,3,I go out to take a breath of fresh air,Spend More time outdoors,YES,I spend more time inside,Spend More time indoors,SOME OF THE DAY,SLIGHTLY INCREASED,SLIGHTLY INCREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,SLIGHTLY COOL,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,LESS,French
Cameroon,18/07/2020,French,Yes,35+,DOUALA,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,OTHER,OTHER,22,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],BAMBOO POLES OR WOOD,CEMENT,2,6,Opened windows,Open ventilations,DON'T KNOW,,,SOME OF THE DAY,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,COLD,SLIGHTLY COOL,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,,,YES,,,,YES,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,French
Cameroon,18/07/2020,French,Yes,35+,DOUALA,FEMALE,retired,RETIRED,NO,OTHER,OTHER,21,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,3,9,Opened windows,Open ventilations,NO,,,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,COLD,COOL,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,,YES,,,,,,YES,,,,,,,,,,,,,,,IMPATIENT,ABOUT THE SAME,ABOUT THE SAME,French
Cameroon,16/07/2020,French,Yes,35+,DOUALA,MALE,AGRICULTURE/HUSBANDRY/FISHING,AGRICULTURE/HUSBANDRY/FISHING,NO,TABLE FAN,INFORMAL CONNECTION,6,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,2,4,fan,Use Air Coolers,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,THE SAME,COOL,SLIGHTLY COOL,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,YES,,,,,,,YES,,,,,,,,,,,,,,,IMPATIENT,NO,MORE,French
Cameroon,15/07/2020,French,Yes,35+,DOUALA,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,21,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,3,6,I stay at home,Spend More time indoors,YES,I spend more time inside,Spend More time indoors,SOME OF THE DAY,SLIGHTLY INCREASED,SIGNIFICANTLY INCREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COLD,COOL,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,LESS,French
Cameroon,15/07/2020,French,Yes,35+,DOUALA,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,CEILING FAN,INFORMAL CONNECTION,12,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,1,9,fan,Use Air Coolers,NO,,,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,COOL,WARM,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,,YES,,,,,,YES,YES,,,,,,,,,,,,,NO,SHORT TEMPERED,NO,MORE,French
Cameroon,18/07/2020,French,Yes,25-34,DOUALA,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,T-GIRDER,REINFORCED CONCRETE,CEMENT,5,5,nothing,Do nothing,NO,,,HALF OF THE DAY,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY COOL,SLIGHTLY COOL,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,YES,,,,,,,,,,,,,,,IRRITABLE,NO,LESS,French
Cameroon,15/07/2020,French,Yes,35+,DOUALA,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,REINFORCED CONCRETE,CEMENT,4,4,nothing,Do nothing,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,COOL,COOL,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,,,,,,,,,,,,,,,,,IRRITABLE,NO,LESS,French
Cameroon,15/07/2020,French,Yes,35+,DOUALA,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,TABLE FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,REINFORCED CONCRETE,CEMENT,4,6,nothing,Do nothing,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY COOL,SLIGHTLY COOL,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,YES,MAYBE,YES,,,,,,,,,,,,,,,,,,,,IRRITABLE,NO,LESS,French
Cameroon,14/07/2020,French,Yes,35+,DOUALA,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,19,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,3,5,I use a hand fan,Using an improvised paper fun,YES,I spend more time inside,Spend More time indoors,SOME OF THE DAY,SLIGHTLY DECREASED,SIGNIFICANTLY INCREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,SLIGHTLY COOL,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,,,,,,,,,,,,,,,,,IRRITABLE,NO,LESS,French
Cameroon,17/07/2020,French,Yes,25-34,DOUALA,FEMALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,OTHER,INFORMAL CONNECTION,19,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,2,9,Open windows,Open ventilations,NO,,,SOME OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,NEUTRAL,SLIGHTLY WARM,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,YES,,YES,YES,,,,,,,,,,,,,,,,,,,FRUSTRATED,ABOUT THE SAME,LESS,French
Cameroon,19/07/2020,French,Yes,35+,DOUALA,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,OTHER,INFORMAL CONNECTION,20,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,2,8,We take a bath or we go out,Taking a bath,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,NEUTRAL,COMFORTABLE,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,YES,,YES,,YES,,YES,,,,,,,,,,,,,,,SHORT TEMPERED,NO,ABOUT THE SAME,French
Cameroon,14/07/2020,French,Yes,35+,DOUALA,FEMALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,20,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,3,6,I go out to take a breath of fresh air,Spend More time outdoors,YES,I spend more time inside,Spend More time indoors,SOME OF THE DAY,SLIGHTLY DECREASED,SIGNIFICANTLY INCREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,SLIGHTLY COOL,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,,,,,,,,,,,,,,,,,IRRITABLE,NO,LESS,French
Cameroon,17/07/2020,French,Yes,25-34,DOUALA,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,TABLE FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,REINFORCED CONCRETE,CEMENT,6,6,nothing,Do nothing,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY COOL,SLIGHTLY COOL,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,YES,,,,,,,YES,,,,,,,,,,,,,,,IRRITABLE,NO,LESS,French
Cameroon,18/07/2020,French,Yes,25-34,DOUALA,MALE,I am a student.,STUDENT,NO,TABLE FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,REINFORCED CONCRETE,CEMENT,4,4,nothing,Do nothing,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY COOL,SLIGHTLY COOL,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,YES,,,,,,,YES,,,,,,,,,,,,,,,IRRITABLE,YES,LESS,French
Cameroon,18/07/2020,French,Yes,35+,DOUALA,MALE,handyman,PAID LABOR/WAGE,NO,OTHER,INFORMAL CONNECTION,10,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,3,10,Take a bath,Taking a bath,NO,,,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,NO CHANGE,HARDER,NEUTRAL,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,YES,YES,,YES,,YES,,YES,,,,,,,,,,,,,,,UNHAPPY,NO,LESS,French
Cameroon,18/07/2020,French,Yes,35+,DOUALA,MALE,AGRICULTURE/HUSBANDRY/FISHING,AGRICULTURE/HUSBANDRY/FISHING,NO,OTHER,INFORMAL CONNECTION,19,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],SUPPLIED IN TANKS,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,2,12,Go out on the veranda,Spend More time outdoors,YES,inside,Spend More time indoors,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,NEUTRAL,SLIGHTLY COOL,FAIRLY DIFFICULT TO TOLERATE,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,YES,YES,YES,,,NO,YES,,MAYBE,,,,,,,,,NO,,,,IRRITABLE,ABOUT THE SAME,MORE,French
Cameroon,17/07/2020,French,Yes,25-34,DOUALA,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,TABLE FAN,INFORMAL CONNECTION,6,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,4,4,fan,Use Air Coolers,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY DECREASED,SLIGHTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,THE SAME,SLIGHTLY COOL,SLIGHTLY COOL,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,YES,,,,,,,YES,YES,,,,NO,,,,,,,,NO,,FRUSTRATED,NO,LESS,French
Cameroon,16/07/2020,French,Yes,35+,DOUALA,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,OTHER,INFORMAL CONNECTION,18,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,1,5,Opening windows and doors,Open ventilations,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY DECREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,NEUTRAL,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,YES,,YES,YES,,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,French
Cameroon,16/07/2020,French,Yes,25-34,DOUALA,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,21,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,3,2,Fan,Use Air Coolers,NO,,,SOME OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,SLIGHTLY COOL,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,YES,YES,,,,,,,,,,,,,,,,,,,,IMPATIENT,NO,ABOUT THE SAME,French
Cameroon,14/07/2020,French,Yes,35+,DOUALA,FEMALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,21,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,3,6,I go out to take a breath of fresh air,Spend More time outdoors,YES,I spend more time inside,Spend More time indoors,HALF OF THE DAY,SLIGHTLY DECREASED,SIGNIFICANTLY INCREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,SLIGHTLY COOL,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,LESS,French
Cameroon,14/07/2020,French,Yes,35+,DOUALA,FEMALE,AGRICULTURE/HUSBANDRY/FISHING,AGRICULTURE/HUSBANDRY/FISHING,NO,TABLE FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,4,7,nothing,Do nothing,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,COOL,COOL,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,YES,,,,,,,,,,,,,,,IRRITABLE,NO,LESS,French
